811951	815825	73.11
811953	815825	68.26
811955	815825	63.55
811957	815825	59.10
811959	815825	55.04
811961	815825	51.52
811963	815825	48.50
811965	815825	45.88
811967	815825	43.58
811969	815825	41.53
811971	815825	39.70
811973	815825	38.06
811975	815825	36.61
811977	815825	35.33
811979	815825	34.23
811981	815825	33.30
811983	815825	32.53
811985	815825	31.91
811987	815825	31.44
811989	815825	31.10
811991	815825	30.88
811993	815825	30.77
811995	815825	30.74
811997	815825	30.79
811999	815825	30.92
812001	815825	31.10
812003	815825	31.34
812005	815825	31.63
812007	815825	31.94
812009	815825	32.28
812011	815825	32.64
812013	815825	33.02
812015	815825	33.42
812017	815825	33.82
812019	815825	34.25
812021	815825	34.70
812023	815825	35.17
812025	815825	35.66
812027	815825	36.16
812029	815825	36.66
812031	815825	37.19
812033	815825	37.73
812035	815825	38.28
812037	815825	38.84
812039	815825	39.39
812041	815825	39.93
812043	815825	40.47
812045	815825	41.00
812047	815825	41.50
812049	815825	41.95
812051	815825	42.24
812053	815825	42.58
812055	815825	42.98
812057	815825	43.42
812059	815825	43.92
812061	815825	44.43
812063	815825	45.12
812065	815825	45.84
812067	815825	46.32
812069	815825	46.80
812071	815825	47.27
812073	815825	47.71
812075	815825	48.11
812077	815825	48.71
812079	815825	49.34
812081	815825	49.91
812083	815825	50.26
812085	815825	50.66
812087	815825	51.09
812089	815825	51.54
812091	815825	52.04
812093	815825	52.69
812095	815825	53.38
812097	815825	54.00
812099	815825	54.59
812101	815825	55.17
812103	815825	55.68
812105	815825	56.05
812107	815825	56.44
812109	815825	56.81
812111	815825	57.18
812113	815825	57.51
812115	815825	57.80
812117	815825	58.03
812119	815825	58.36
812121	815825	58.74
812123	815825	59.18
812125	815825	59.64
812127	815825	60.11
812129	815825	60.69
812131	815825	61.30
812133	815825	61.89
812135	815825	62.36
812137	815825	62.83
812139	815825	63.27
812141	815825	63.66
812143	815825	64.00
812145	815825	64.34
812147	815825	64.71
812149	815825	65.13
812151	815825	65.61
812153	815825	66.10
812155	815825	66.67
812157	815825	67.22
812159	815825	67.68
812161	815825	68.08
812163	815825	68.52
812165	815825	68.92
812167	815825	69.29
812169	815825	69.64
812171	815825	69.99
812173	815825	70.37
812175	815825	70.88
812177	815825	71.43
812179	815825	71.94
812181	815825	72.27
812183	815825	72.77
812185	815825	73.37
812187	815825	73.97
812189	815825	74.45
812191	815825	74.92
812193	815825	75.41
812195	815825	75.98
812197	815825	76.62
812199	815825	77.30
812201	815825	77.96
812203	815825	78.60
812205	815825	79.28
812207	815825	80.05
812209	815825	80.99
812211	815825	81.95
812213	815825	82.94
812215	815825	83.90
812217	815825	84.71
812219	815825	85.46
812221	815825	86.19
812223	815825	87.14
812225	815825	88.28
812227	815825	89.69
812229	815825	91.00
812231	815825	92.30
812233	815825	93.63
812235	815825	94.55
812237	815825	95.37
812239	815825	96.30
812241	815825	97.49
812243	815825	98.43
812245	815825	99.27
812247	815825	100.08
812249	815825	101.05
812251	815825	102.21
812253	815825	103.58
812255	815825	104.79
812257	815825	105.95
812259	815825	107.07
812261	815825	108.09
812263	815825	108.99
812265	815825	109.83
812267	815825	110.59
812269	815825	111.34
812271	815825	112.01
812273	815825	112.67
812275	815825	113.33
812277	815825	113.98
812279	815825	114.63
812281	815825	115.25
812283	815825	115.93
812285	815825	116.57
812287	815825	117.18
812289	815825	117.85
812291	815825	118.59
812293	815825	119.20
812295	815825	119.70
812297	815825	119.96
812299	815825	119.99
812301	815825	119.79
812303	815825	119.42
812305	815825	119.14
812307	815825	118.98
812309	815825	118.94
812311	815825	119.04
812313	815825	119.35
812315	815825	119.80
812317	815825	120.25
812319	815825	120.92
812321	815825	121.77
812323	815825	122.73
812325	815825	123.85
812327	815825	125.02
812329	815825	126.34
812331	815825	127.89
812333	815825	129.40
812335	815825	130.73
812337	815825	132.01
812339	815825	133.25
812341	815825	134.49
812343	815825	135.80
812345	815825	136.98
812347	815825	137.99
812349	815825	138.73
812351	815825	139.18
812353	815825	139.52
812355	815825	139.71
812357	815825	139.85
812359	815825	139.98
812361	815825	140.21
812363	815825	140.78
812365	815825	141.71
812367	815825	142.76
812369	815825	143.74
812371	815825	144.58
812373	815825	145.45
812375	815825	146.15
812377	815825	146.79
812379	815825	147.35
812381	815825	147.93
812383	815825	148.55
812385	815825	149.32
812387	815825	150.03
812389	815825	150.86
812391	815825	151.66
812393	815825	152.29
812395	815825	152.84
812397	815825	153.47
812399	815825	154.21
812401	815825	155.10
812403	815825	156.06
812405	815825	156.97
812407	815825	157.73
812409	815825	158.25
812411	815825	158.76
812413	815825	159.21
812415	815825	159.66
812417	815825	160.01
812419	815825	160.32
812421	815825	160.68
812423	815825	161.25
812425	815825	161.87
812427	815825	162.53
812429	815825	163.28
812431	815825	163.83
812433	815825	164.34
812435	815825	165.07
812437	815825	165.98
812439	815825	166.97
812441	815825	167.97
812443	815825	168.91
812445	815825	169.69
812447	815825	170.28
812449	815825	170.93
812451	815825	171.61
812453	815825	172.35
812455	815825	173.10
812457	815825	173.77
812459	815825	174.31
812461	815825	174.94
812463	815825	175.54
812465	815825	176.00
812467	815825	176.40
812469	815825	176.78
812471	815825	177.04
812473	815825	177.30
812475	815825	177.65
812477	815825	177.97
812479	815825	178.23
812481	815825	178.44
812483	815825	178.73
812485	815825	179.01
812487	815825	179.38
812489	815825	179.81
812491	815825	180.10
812493	815825	180.37
812495	815825	180.72
812497	815825	181.27
812499	815825	181.63
812501	815825	181.94
812503	815825	182.37
812505	815825	182.79
812507	815825	183.17
812509	815825	183.62
812511	815825	183.92
812513	815825	184.19
812515	815825	184.58
812517	815825	184.99
812519	815825	185.45
812521	815825	185.96
812523	815825	186.50
812525	815825	187.19
812527	815825	187.95
812529	815825	188.64
812531	815825	189.19
812533	815825	189.76
812535	815825	190.28
812537	815825	190.96
812539	815825	191.74
812541	815825	192.58
812543	815825	193.38
812545	815825	194.19
812547	815825	195.01
812549	815825	195.78
812551	815825	196.54
812553	815825	197.47
812555	815825	198.38
812557	815825	199.20
812559	815825	199.93
812561	815825	200.54
812563	815825	201.15
812565	815825	201.87
812567	815825	202.72
812569	815825	203.71
812571	815825	204.72
812573	815825	205.81
812575	815825	206.93
812577	815825	208.02
812579	815825	209.07
812581	815825	210.12
812583	815825	211.26
812585	815825	212.41
812587	815825	213.72
812589	815825	214.96
812591	815825	216.23
812593	815825	217.59
812595	815825	218.77
812597	815825	219.93
812599	815825	221.12
811951	815827	72.34
811953	815827	67.64
811955	815827	63.09
811957	815827	58.75
811959	815827	54.74
811961	815827	51.15
811963	815827	48.03
811965	815827	45.33
811967	815827	42.98
811969	815827	40.91
811971	815827	39.08
811973	815827	37.47
811975	815827	36.04
811977	815827	34.81
811979	815827	33.76
811981	815827	32.88
811983	815827	32.16
811985	815827	31.60
811987	815827	31.19
811989	815827	30.91
811991	815827	30.74
811993	815827	30.67
811995	815827	30.69
811997	815827	30.79
811999	815827	30.95
812001	815827	31.18
812003	815827	31.45
812005	815827	31.76
812007	815827	32.09
812009	815827	32.44
812011	815827	32.81
812013	815827	33.20
812015	815827	33.60
812017	815827	34.01
812019	815827	34.44
812021	815827	34.90
812023	815827	35.37
812025	815827	35.85
812027	815827	36.34
812029	815827	36.83
812031	815827	37.34
812033	815827	37.87
812035	815827	38.41
812037	815827	38.95
812039	815827	39.49
812041	815827	40.02
812043	815827	40.54
812045	815827	41.05
812047	815827	41.54
812049	815827	41.99
812051	815827	42.35
812053	815827	42.73
812055	815827	43.13
812057	815827	43.55
812059	815827	44.01
812061	815827	44.59
812063	815827	45.28
812065	815827	45.96
812067	815827	46.47
812069	815827	46.95
812071	815827	47.44
812073	815827	47.93
812075	815827	48.35
812077	815827	48.88
812079	815827	49.45
812081	815827	49.98
812083	815827	50.39
812085	815827	50.80
812087	815827	51.24
812089	815827	51.69
812091	815827	52.15
812093	815827	52.85
812095	815827	53.55
812097	815827	54.13
812099	815827	54.77
812101	815827	55.38
812103	815827	55.92
812105	815827	56.27
812107	815827	56.63
812109	815827	56.99
812111	815827	57.35
812113	815827	57.67
812115	815827	57.97
812117	815827	58.21
812119	815827	58.55
812121	815827	58.95
812123	815827	59.42
812125	815827	59.92
812127	815827	60.42
812129	815827	60.99
812131	815827	61.58
812133	815827	62.07
812135	815827	62.58
812137	815827	63.06
812139	815827	63.51
812141	815827	63.94
812143	815827	64.29
812145	815827	64.64
812147	815827	65.02
812149	815827	65.44
812151	815827	65.92
812153	815827	66.43
812155	815827	67.00
812157	815827	67.55
812159	815827	68.00
812161	815827	68.41
812163	815827	68.83
812165	815827	69.25
812167	815827	69.64
812169	815827	69.99
812171	815827	70.30
812173	815827	70.65
812175	815827	71.06
812177	815827	71.49
812179	815827	71.85
812181	815827	72.11
812183	815827	72.69
812185	815827	73.34
812187	815827	73.96
812189	815827	74.46
812191	815827	74.92
812193	815827	75.42
812195	815827	75.98
812197	815827	76.60
812199	815827	77.27
812201	815827	77.94
812203	815827	78.56
812205	815827	79.23
812207	815827	80.02
812209	815827	80.97
812211	815827	81.95
812213	815827	82.95
812215	815827	83.95
812217	815827	84.88
812219	815827	85.76
812221	815827	86.53
812223	815827	87.44
812225	815827	88.47
812227	815827	89.79
812229	815827	91.05
812231	815827	92.31
812233	815827	93.63
812235	815827	94.54
812237	815827	95.33
812239	815827	96.18
812241	815827	97.22
812243	815827	98.16
812245	815827	99.07
812247	815827	99.96
812249	815827	100.90
812251	815827	102.01
812253	815827	103.29
812255	815827	104.46
812257	815827	105.55
812259	815827	106.58
812261	815827	107.68
812263	815827	108.57
812265	815827	109.35
812267	815827	110.06
812269	815827	110.74
812271	815827	111.39
812273	815827	112.01
812275	815827	112.62
812277	815827	113.19
812279	815827	113.79
812281	815827	114.33
812283	815827	115.01
812285	815827	115.66
812287	815827	116.16
812289	815827	116.74
812291	815827	117.49
812293	815827	118.06
812295	815827	118.49
812297	815827	118.81
812299	815827	118.87
812301	815827	118.67
812303	815827	118.29
812305	815827	118.05
812307	815827	117.96
812309	815827	117.99
812311	815827	118.16
812313	815827	118.56
812315	815827	119.03
812317	815827	119.51
812319	815827	120.17
812321	815827	121.08
812323	815827	122.22
812325	815827	123.51
812327	815827	124.74
812329	815827	126.11
812331	815827	127.57
812333	815827	128.93
812335	815827	130.26
812337	815827	131.61
812339	815827	132.80
812341	815827	133.95
812343	815827	135.06
812345	815827	136.07
812347	815827	136.90
812349	815827	137.48
812351	815827	137.75
812353	815827	137.90
812355	815827	137.99
812357	815827	138.13
812359	815827	138.34
812361	815827	138.66
812363	815827	139.30
812365	815827	140.38
812367	815827	141.55
812369	815827	142.58
812371	815827	143.41
812373	815827	144.22
812375	815827	144.95
812377	815827	145.57
812379	815827	146.06
812381	815827	146.54
812383	815827	147.17
812385	815827	147.89
812387	815827	148.68
812389	815827	149.67
812391	815827	150.63
812393	815827	151.43
812395	815827	152.05
812397	815827	152.71
812399	815827	153.41
812401	815827	154.19
812403	815827	155.06
812405	815827	155.93
812407	815827	156.65
812409	815827	157.15
812411	815827	157.57
812413	815827	157.92
812415	815827	158.34
812417	815827	158.72
812419	815827	159.07
812421	815827	159.52
812423	815827	160.13
812425	815827	160.83
812427	815827	161.55
812429	815827	162.26
812431	815827	162.89
812433	815827	163.48
812435	815827	164.18
812437	815827	165.04
812439	815827	165.99
812441	815827	166.97
812443	815827	167.90
812445	815827	168.68
812447	815827	169.30
812449	815827	169.96
812451	815827	170.65
812453	815827	171.37
812455	815827	172.08
812457	815827	172.73
812459	815827	173.27
812461	815827	173.84
812463	815827	174.34
812465	815827	174.84
812467	815827	175.29
812469	815827	175.73
812471	815827	175.99
812473	815827	176.18
812475	815827	176.46
812477	815827	176.82
812479	815827	177.07
812481	815827	177.28
812483	815827	177.58
812485	815827	177.92
812487	815827	178.41
812489	815827	178.88
812491	815827	179.21
812493	815827	179.48
812495	815827	179.75
812497	815827	180.10
812499	815827	180.38
812501	815827	180.72
812503	815827	181.27
812505	815827	181.66
812507	815827	182.02
812509	815827	182.50
812511	815827	182.88
812513	815827	183.23
812515	815827	183.69
812517	815827	184.09
812519	815827	184.55
812521	815827	185.01
812523	815827	185.53
812525	815827	186.17
812527	815827	186.93
812529	815827	187.65
812531	815827	188.20
812533	815827	188.79
812535	815827	189.35
812537	815827	189.96
812539	815827	190.63
812541	815827	191.52
812543	815827	192.39
812545	815827	193.23
812547	815827	194.01
812549	815827	194.74
812551	815827	195.46
812553	815827	196.38
812555	815827	197.45
812557	815827	198.41
812559	815827	199.23
812561	815827	199.96
812563	815827	200.65
812565	815827	201.40
812567	815827	202.22
812569	815827	203.18
812571	815827	204.18
812573	815827	205.25
812575	815827	206.36
812577	815827	207.57
812579	815827	208.70
812581	815827	209.85
812583	815827	210.97
812585	815827	212.14
812587	815827	213.43
812589	815827	214.65
812591	815827	215.94
812593	815827	217.30
812595	815827	218.57
812597	815827	219.83
812599	815827	221.02
811951	815829	71.55
811953	815829	66.95
811955	815829	62.45
811957	815829	58.13
811959	815829	54.08
811961	815829	50.44
811963	815829	47.28
811965	815829	44.56
811967	815829	42.22
811969	815829	40.19
811971	815829	38.40
811973	815829	36.82
811975	815829	35.45
811977	815829	34.27
811979	815829	33.27
811981	815829	32.45
811983	815829	31.80
811985	815829	31.30
811987	815829	30.95
811989	815829	30.72
811991	815829	30.61
811993	815829	30.59
811995	815829	30.66
811997	815829	30.81
811999	815829	31.02
812001	815829	31.28
812003	815829	31.59
812005	815829	31.91
812007	815829	32.26
812009	815829	32.62
812011	815829	33.00
812013	815829	33.40
812015	815829	33.80
812017	815829	34.22
812019	815829	34.66
812021	815829	35.12
812023	815829	35.59
812025	815829	36.06
812027	815829	36.53
812029	815829	37.01
812031	815829	37.51
812033	815829	38.03
812035	815829	38.55
812037	815829	39.08
812039	815829	39.60
812041	815829	40.10
812043	815829	40.60
812045	815829	41.09
812047	815829	41.56
812049	815829	42.00
812051	815829	42.43
812053	815829	42.86
812055	815829	43.29
812057	815829	43.70
812059	815829	44.10
812061	815829	44.70
812063	815829	45.36
812065	815829	45.99
812067	815829	46.51
812069	815829	47.00
812071	815829	47.50
812073	815829	48.00
812075	815829	48.49
812077	815829	49.02
812079	815829	49.54
812081	815829	50.01
812083	815829	50.47
812085	815829	50.94
812087	815829	51.42
812089	815829	51.92
812091	815829	52.42
812093	815829	53.10
812095	815829	53.84
812097	815829	54.39
812099	815829	54.96
812101	815829	55.51
812103	815829	55.99
812105	815829	56.39
812107	815829	56.77
812109	815829	57.15
812111	815829	57.50
812113	815829	57.80
812115	815829	58.03
812117	815829	58.36
812119	815829	58.74
812121	815829	59.17
812123	815829	59.64
812125	815829	60.11
812127	815829	60.70
812129	815829	61.30
812131	815829	61.89
812133	815829	62.35
812135	815829	62.81
812137	815829	63.27
812139	815829	63.70
812141	815829	64.07
812143	815829	64.50
812145	815829	64.92
812147	815829	65.31
812149	815829	65.69
812151	815829	66.12
812153	815829	66.71
812155	815829	67.32
812157	815829	67.89
812159	815829	68.33
812161	815829	68.74
812163	815829	69.15
812165	815829	69.55
812167	815829	69.94
812169	815829	70.25
812171	815829	70.57
812173	815829	70.91
812175	815829	71.26
812177	815829	71.62
812179	815829	71.96
812181	815829	72.26
812183	815829	72.77
812185	815829	73.37
812187	815829	73.97
812189	815829	74.47
812191	815829	74.95
812193	815829	75.44
812195	815829	75.99
812197	815829	76.63
812199	815829	77.32
812201	815829	77.98
812203	815829	78.63
812205	815829	79.33
812207	815829	80.13
812209	815829	81.12
812211	815829	82.04
812213	815829	83.02
812215	815829	84.01
812217	815829	85.02
812219	815829	85.96
812221	815829	86.84
812223	815829	87.77
812225	815829	88.76
812227	815829	89.91
812229	815829	91.06
812231	815829	92.25
812233	815829	93.50
812235	815829	94.40
812237	815829	95.22
812239	815829	96.06
812241	815829	96.99
812243	815829	97.95
812245	815829	98.85
812247	815829	99.76
812249	815829	100.62
812251	815829	101.63
812253	815829	102.75
812255	815829	104.03
812257	815829	105.15
812259	815829	106.17
812261	815829	107.17
812263	815829	108.02
812265	815829	108.75
812267	815829	109.42
812269	815829	110.04
812271	815829	110.65
812273	815829	111.21
812275	815829	111.76
812277	815829	112.23
812279	815829	112.79
812281	815829	113.35
812283	815829	113.99
812285	815829	114.61
812287	815829	115.12
812289	815829	115.68
812291	815829	116.31
812293	815829	116.90
812295	815829	117.33
812297	815829	117.64
812299	815829	117.69
812301	815829	117.51
812303	815829	117.17
812305	815829	116.96
812307	815829	116.94
812309	815829	117.11
812311	815829	117.42
812313	815829	117.91
812315	815829	118.42
812317	815829	118.95
812319	815829	119.64
812321	815829	120.56
812323	815829	121.86
812325	815829	123.19
812327	815829	124.47
812329	815829	125.88
812331	815829	127.18
812333	815829	128.38
812335	815829	129.65
812337	815829	131.00
812339	815829	132.17
812341	815829	133.25
812343	815829	134.21
812345	815829	135.05
812347	815829	135.66
812349	815829	135.96
812351	815829	136.07
812353	815829	136.12
812355	815829	136.23
812357	815829	136.52
812359	815829	137.01
812361	815829	137.56
812363	815829	138.34
812365	815829	139.41
812367	815829	140.52
812369	815829	141.54
812371	815829	142.30
812373	815829	143.06
812375	815829	143.77
812377	815829	144.34
812379	815829	144.85
812381	815829	145.32
812383	815829	145.90
812385	815829	146.54
812387	815829	147.38
812389	815829	148.38
812391	815829	149.43
812393	815829	150.31
812395	815829	151.10
812397	815829	151.87
812399	815829	152.59
812401	815829	153.27
812403	815829	154.08
812405	815829	154.88
812407	815829	155.54
812409	815829	155.96
812411	815829	156.26
812413	815829	156.56
812415	815829	157.01
812417	815829	157.47
812419	815829	157.86
812421	815829	158.41
812423	815829	159.07
812425	815829	159.86
812427	815829	160.65
812429	815829	161.39
812431	815829	162.06
812433	815829	162.71
812435	815829	163.39
812437	815829	164.16
812439	815829	165.04
812441	815829	165.97
812443	815829	166.87
812445	815829	167.67
812447	815829	168.29
812449	815829	168.98
812451	815829	169.69
812453	815829	170.43
812455	815829	171.12
812457	815829	171.75
812459	815829	172.22
812461	815829	172.73
812463	815829	173.20
812465	815829	173.69
812467	815829	174.16
812469	815829	174.64
812471	815829	174.95
812473	815829	175.20
812475	815829	175.50
812477	815829	175.82
812479	815829	175.99
812481	815829	176.12
812483	815829	176.32
812485	815829	176.70
812487	815829	177.38
812489	815829	177.93
812491	815829	178.35
812493	815829	178.64
812495	815829	178.86
812497	815829	179.11
812499	815829	179.39
812501	815829	179.70
812503	815829	180.07
812505	815829	180.37
812507	815829	180.74
812509	815829	181.31
812511	815829	181.73
812513	815829	182.14
812515	815829	182.65
812517	815829	183.14
812519	815829	183.67
812521	815829	184.10
812523	815829	184.63
812525	815829	185.22
812527	815829	185.94
812529	815829	186.65
812531	815829	187.25
812533	815829	187.90
812535	815829	188.52
812537	815829	189.13
812539	815829	189.75
812541	815829	190.54
812543	815829	191.49
812545	815829	192.38
812547	815829	193.15
812549	815829	193.84
812551	815829	194.48
812553	815829	195.39
812555	815829	196.49
812557	815829	197.62
812559	815829	198.56
812561	815829	199.39
812563	815829	200.18
812565	815829	201.01
812567	815829	201.86
812569	815829	202.74
812571	815829	203.74
